CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,PC_HDLGHT_IND,PC_HLMT_IND,PC_PASSNGR_IND,PC_REAR_RFLTR_IND,UNIT_NUM
2021022510,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021037154,,,,,,,,,,,,,,,,,,,,N,Y,Y,Y,2
2021043772,N,N,U,N,N,N,0.0,N,N,150.0,N,,,,,,,,N,,,,,1
2021034103,N,N,Y,Y,Y,N,1.0,Y,U,650.0,N,,,,,,,,N,,,,,1
2021045579,N,N,U,Y,U,N,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021045463,N,U,U,U,U,U,9.0,U,U,2.0,N,,,,,,,,N,,,,,2
2021074039,Y,N,N,N,N,N,0.0,Y,N,650.0,N,,,,,,,,N,,,,,1
2021047248,N,U,U,N,N,U,0.0,U,U,350.0,N,,,,,,,,N,,,,,1
2021057164,Y,Y,Y,Y,N,N,0.0,Y,N,114.0,Y,N,Y,N,N,0.0,Y,Y,N,,,,,2
2021069797,N,N,U,Y,U,Y,1.0,Y,N,700.0,N,,,,,,,,N,,,,,1
2021041066,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021084027,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021097634,N,N,Y,Y,U,N,1.0,Y,Y,430.0,N,,,,,,,,N,,,,,1
2021047830,N,N,N,Y,Y,Y,1.0,Y,N,300.0,N,,,,,,,,N,,,,,1
2021112584,N,N,N,N,N,N,0.0,Y,N,125.0,N,,,,,,,,N,,,,,2
2021075908,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,1
2021101586,N,N,U,N,Y,Y,1.0,Y,Y,50.0,N,,,,,,,,N,,,,,1
2021101627,N,N,Y,Y,Y,Y,1.0,Y,Y,500.0,N,,,,,,,,N,,,,,2
2021123680,Y,U,N,U,U,U,9.0,U,U,500.0,N,,,,,,,,N,,,,,1
2021087455,N,U,U,N,N,N,0.0,Y,Y,100.0,N,,,,,,,,N,,,,,2
2021093015,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2
2021093017,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2
2021088112,U,N,U,N,N,N,0.0,Y,N,0.0,N,,,,,,,,N,,,,,2
2021124889,N,N,Y,N,N,N,0.0,Y,N,50.0,N,,,,,,,,N,,,,,1
2022000171,N,U,U,U,N,N,0.0,U,U,600.0,N,,,,,,,,N,,,,,1
2021020007,N,Y,U,N,N,N,0.0,Y,Y,249.0,N,,,,,,,,N,,,,,1
2021023554,N,U,N,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021048870,Y,Y,N,N,N,N,0.0,Y,N,1100.0,N,,,,,,,,N,,,,,1
2021054579,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021044773,U,U,U,U,N,N,0.0,U,U,2.0,N,,,,,,,,U,,,,,2
2021045622,U,U,N,U,U,U,9.0,U,U,25.0,N,,,,,,,,U,,,,,1
2021038610,N,N,Y,N,N,Y,1.0,Y,N,30.0,N,,,,,,,,N,,,,,1
2021047709,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2021028533,U,U,Y,Y,U,Y,1.0,Y,Y,750.0,N,,,,,,,,N,,,,,1
2021076271,N,U,U,U,N,N,0.0,N,N,600.0,N,,,,,,,,N,,,,,1
2021077898,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2021062694,Y,N,Y,Y,N,N,0.0,Y,N,1200.0,N,,,,,,,,N,,,,,1
2021038488,U,U,U,U,U,Y,3.0,U,U,999.0,N,,,,,,,,U,,,,,1
2021038493,N,N,U,N,N,N,0.0,Y,N,0.0,N,,,,,,,,N,,,,,2
2021098754,N,U,U,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,1
2021100822,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,2
2021080406,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021057268,U,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,2
2021044611,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021095961,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2021077508,N,U,U,U,U,U,9.0,U,U,700.0,Y,U,U,U,U,9.0,Y,U,N,,,,,1
2021102473,Y,U,U,U,U,U,9.0,U,U,1000.0,N,,,,,,,,N,,,,,2
2021095447,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021093205,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2
2021072021,N,N,N,N,N,N,0.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2021019286,Y,Y,Y,Y,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021043994,N,U,U,U,U,U,9.0,U,U,918.0,N,,,,,,,,N,,,,,1
2021045947,N,Y,U,U,U,U,9.0,Y,Y,900.0,N,,,,,,,,N,,,,,3
2021071001,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,2
2021072877,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2
2021071544,U,U,U,U,U,U,9.0,U,U,900.0,N,,,,,,,,N,,,,,1
2021031928,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021041058,Y,Y,U,U,U,Y,1.0,Y,Y,0.0,N,,,,,,,,N,,,,,1
2021038486,N,Y,N,N,Y,N,1.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2021070547,N,N,N,N,Y,Y,3.0,Y,N,1300.0,N,,,,,,,,N,,,,,1
2021044541,N,U,U,U,U,U,9.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2021057920,N,Y,U,N,U,Y,1.0,Y,Y,650.0,Y,N,U,N,N,0.0,N,N,N,,,,,2
2021103178,N,N,U,N,U,U,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2021077994,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021115042,Y,U,U,N,N,N,0.0,Y,Y,0.0,N,,,,,,,,N,,,,,1
2021114685,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021099122,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2021096392,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021118670,N,Y,Y,Y,Y,Y,1.0,Y,Y,800.0,N,,,,,,,,N,,,,,1
2021089414,,,,,,,,,,,,,,,,,,,,N,Y,N,N,1
2021042345,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021021671,Y,Y,U,Y,U,Y,3.0,Y,Y,1500.0,N,,,,,,,,N,,,,,2
2021046180,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021048760,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021044011,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021046141,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021057118,,,,,,,,,,,,,,,,,,,,N,Y,N,U,2
2021041745,N,N,N,N,N,N,0.0,Y,N,450.0,N,,,,,,,,N,,,,,1
2021037301,U,Y,U,N,U,Y,3.0,Y,Y,350.0,N,,,,,,,,N,,,,,1
2021064319,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021085167,Y,U,U,Y,U,Y,1.0,Y,Y,1330.0,N,,,,,,,,N,,,,,1
2021053661,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021116553,N,N,U,Y,U,Y,1.0,Y,Y,750.0,N,,,,,,,,N,,,,,1
2021096549,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021094426,N,N,N,N,N,N,0.0,N,N,2384.0,N,,,,,,,,N,,,,,1
2021083151,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021099953,Y,N,U,U,U,U,9.0,U,U,398.0,Y,U,U,U,U,9.0,U,U,N,,,,,2
2021093842,N,U,U,U,U,U,9.0,U,U,649.0,U,,,,,,,,N,,,,,1
2021072046,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021123299,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021025521,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2021032247,N,N,N,N,N,N,0.0,Y,N,125.0,N,,,,,,,,N,,,,,1
2021055088,N,N,N,N,N,N,0.0,Y,N,150.0,N,,,,,,,,N,,,,,1
2021028043,N,U,U,U,U,U,9.0,U,U,300.0,N,,,,,,,,N,,,,,2
2021038607,N,U,U,U,U,U,9.0,U,U,20.0,N,,,,,,,,N,,,,,1
2021042481,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021069778,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021057467,N,U,U,U,U,U,1.0,U,U,1340.0,N,,,,,,,,N,,,,,2
2021037297,N,N,N,N,N,N,0.0,Y,N,636.0,N,,,,,,,,N,,,,,1
2021064205,N,Y,Y,Y,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021064407,N,U,U,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,1
2021096343,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2021069906,N,N,N,N,N,U,9.0,Y,N,0.0,N,,,,,,,,N,,,,,1
2021053580,N,U,U,U,U,U,9.0,U,U,750.0,N,,,,,,,,N,,,,,2
2021053675,U,N,N,N,N,N,0.0,U,N,600.0,N,,,,,,,,N,,,,,2
2021047834,N,N,U,N,U,N,3.0,N,N,99999.0,N,,,,,,,,N,,,,,1
2021101382,N,U,N,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,U,U,U,U,1
2021095754,N,Y,U,Y,U,U,9.0,Y,Y,1200.0,N,,,,,,,,N,,,,,1
2021110507,N,Y,N,N,N,N,0.0,Y,Y,550.0,N,,,,,,,,N,,,,,1
2021077439,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021119421,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2
2021071934,N,N,U,U,N,N,0.0,U,N,1450.0,N,,,,,,,,N,,,,,1
2021039740,U,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,U,,,,,1
2021046917,,,,,,,,,,,,,,,,,,,,Y,Y,N,U,1
2021054466,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021007465,N,Y,N,N,U,N,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2021053574,N,N,U,N,U,U,1.0,Y,N,500.0,N,,,,,,,,N,,,,,1
2021038593,N,U,U,U,U,U,9.0,Y,U,600.0,Y,U,U,U,U,9.0,U,U,N,,,,,2
2021054116,N,U,Y,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2021070405,N,U,Y,U,U,U,9.0,Y,U,600.0,N,,,,,,,,N,,,,,1
2021070411,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021059524,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2021090416,Y,U,U,U,N,N,0.0,U,U,900.0,N,,,,,,,,N,,,,,1
2021100820,N,N,U,N,Y,N,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021052280,Y,N,Y,N,N,N,0.0,Y,N,55.0,N,,,,,,,,N,,,,,2
2021085726,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021101156,N,U,U,U,N,N,0.0,Y,Y,200.0,N,,,,,,,,N,,,,,1
2021096351,N,U,U,U,U,U,9.0,U,U,400.0,U,,,,,,,,N,,,,,1
2021094437,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,1
2021088158,U,U,U,U,U,U,9.0,U,U,200.0,N,,,,,,,,N,,,,,1
2021024538,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2021006008,U,N,U,U,N,N,0.0,Y,Y,7.0,N,,,,,,,,N,,,,,1
2021039645,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021042844,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021038736,N,Y,U,U,U,U,9.0,Y,Y,0.0,N,,,,,,,,N,,,,,2
2021076209,Y,N,U,Y,U,Y,1.0,Y,N,999.0,N,,,,,,,,N,,,,,1
2021070364,N,N,U,U,N,N,0.0,Y,Y,250.0,N,,,,,,,,N,,,,,2
2021043997,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021071019,N,Y,N,Y,U,Y,1.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2021060906,N,N,U,Y,U,Y,9.0,Y,N,250.0,N,,,,,,,,N,,,,,2
2021064204,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021064235,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021064323,N,N,U,U,N,N,0.0,Y,N,125.0,U,,,,,,,,N,,,,,1
2021094211,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021050564,N,N,N,N,N,N,0.0,Y,Y,449.0,N,,,,,,,,N,,,,,2
2021093551,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021085968,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021076090,Y,N,U,U,U,Y,3.0,N,N,400.0,Y,N,Y,U,Y,3.0,N,N,N,,,,,2
2021071453,U,N,U,Y,U,U,1.0,N,N,50.0,N,,,,,,,,N,,,,,1
2021087399,N,N,N,N,N,N,0.0,Y,Y,1000.0,N,,,,,,,,N,,,,,1
2021119671,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021024535,Y,U,U,U,U,U,9.0,U,U,1200.0,N,,,,,,,,N,,,,,1
2021025013,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,1
2021036988,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021046387,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021074612,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021040131,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021035522,U,U,U,U,U,U,0.0,Y,N,900.0,N,,,,,,,,N,,,,,2
2021037597,U,U,U,U,U,U,9.0,Y,U,99999.0,N,,,,,,,,N,,,,,2
2021087738,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021064185,N,Y,Y,Y,U,U,9.0,Y,Y,1200.0,Y,Y,N,U,U,9.0,N,N,N,,,,,2
2021064201,,,,,,,,,,,,,,,,,,,,N,Y,N,U,2
2021078300,N,Y,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021070768,Y,N,U,N,U,N,9.0,Y,Y,99.0,N,,,,,,,,N,,,,,1
2021086337,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021055484,N,N,U,N,N,N,0.0,Y,N,0.0,Y,N,N,N,N,0.0,Y,N,N,,,,,1
2021085718,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021085822,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021105610,N,U,U,U,N,Y,1.0,U,U,250.0,N,,,,,,,,N,,,,,1
2021118887,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021073951,N,N,Y,Y,U,Y,1.0,Y,N,998.0,Y,N,Y,U,Y,1.0,Y,N,N,,,,,2
2021032236,N,N,U,Y,U,U,9.0,Y,N,250.0,N,,,,,,,,N,,,,,2
2021049079,N,N,U,U,N,N,0.0,Y,N,50.0,N,,,,,,,,N,,,,,2
2021050213,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2021037155,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021044887,N,N,U,Y,U,Y,1.0,Y,Y,645.0,N,,,,,,,,N,,,,,1
2021047525,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,N,N,N,N,2
2021033992,N,N,U,N,N,N,0.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2021070510,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021084029,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2021100347,Y,Y,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021075644,N,N,N,N,N,N,0.0,N,N,1000.0,N,,,,,,,,N,,,,,1
2021102270,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2021100571,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021112666,N,N,U,N,N,Y,1.0,N,N,300.0,N,,,,,,,,N,,,,,1
2021124137,Y,Y,U,U,U,U,9.0,Y,Y,1450.0,N,,,,,,,,N,,,,,1
2021087577,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021109904,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021099913,N,N,U,N,U,Y,1.0,Y,Y,803.0,N,,,,,,,,N,,,,,1
2021118771,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021121650,U,N,U,N,N,N,0.0,U,N,600.0,N,,,,,,,,N,,,,,1
2021032753,N,N,U,U,N,N,0.0,Y,N,100.0,N,,,,,,,,N,,,,,2
2021050601,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021049666,U,U,U,U,U,U,1.0,U,N,99999.0,N,,,,,,,,U,,,,,2
2021049746,N,N,N,N,N,N,0.0,Y,Y,156.0,N,,,,,,,,N,,,,,1
2021042989,Y,Y,U,Y,U,Y,1.0,Y,Y,745.0,N,,,,,,,,N,,,,,2
2021039306,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021028657,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021074621,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2021064417,N,U,Y,U,U,U,9.0,U,U,750.0,N,,,,,,,,N,,,,,2
2021047385,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2021072990,N,U,N,U,U,U,9.0,U,U,650.0,N,,,,,,,,N,,,,,1
2021036667,N,U,U,N,N,N,0.0,Y,Y,644.0,N,,,,,,,,N,,,,,1
2021064376,N,N,N,N,N,N,0.0,U,N,1000.0,N,,,,,,,,N,,,,,2
2021064401,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021090939,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021102252,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021079711,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021051831,N,N,U,N,N,N,0.0,Y,Y,398.0,N,,,,,,,,N,,,,,1
2021051865,N,U,U,Y,Y,U,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,2
2021085691,N,Y,Y,U,U,Y,1.0,Y,Y,1200.0,Y,Y,U,U,Y,1.0,Y,Y,N,,,,,2
2021103182,Y,Y,U,U,U,N,0.0,N,N,0.0,N,,,,,,,,N,,,,,1
2021095836,N,Y,U,U,U,U,9.0,Y,Y,800.0,N,,,,,,,,N,,,,,2
2021086750,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2021104143,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021095401,U,U,U,N,N,N,0.0,Y,Y,0.0,N,,,,,,,,N,,,,,2
2021091889,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021090672,N,N,Y,Y,U,N,1.0,U,U,600.0,N,,,,,,,,N,,,,,1
2021073415,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2021075116,N,N,N,N,N,N,0.0,Y,N,125.0,N,,,,,,,,N,,,,,1
2021040556,N,Y,U,Y,Y,Y,3.0,Y,Y,400.0,N,,,,,,,,N,,,,,2
2021040560,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021036063,,,,,,,,,,,,,,,,,,,,N,U,N,Y,1
2021076218,N,U,U,U,N,N,0.0,U,U,1330.0,N,,,,,,,,N,,,,,1
2021045427,N,Y,U,N,N,N,0.0,Y,N,883.0,N,,,,,,,,N,,,,,1
2021075348,U,U,N,U,U,U,9.0,U,U,2.0,N,,,,,,,,N,,,,,1
2021099389,N,N,N,N,U,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,,,,,2
2021102109,Y,Y,U,U,U,U,9.0,Y,Y,100.0,Y,N,U,U,Y,3.0,Y,Y,N,,,,,2
2021051648,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021107768,N,N,N,N,N,N,0.0,N,N,0.0,N,,,,,,,,N,,,,,1
2021112489,Y,N,Y,N,N,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,2
2021081950,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021068199,Y,U,U,Y,U,U,1.0,Y,Y,1200.0,N,,,,,,,,N,,,,,2
2021091824,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021006052,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2021048107,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021033406,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021047524,U,N,U,N,N,N,0.0,N,N,1000.0,N,,,,,,,,N,,,,,1
2021070368,N,U,U,U,Y,Y,1.0,U,U,399.0,N,,,,,,,,N,,,,,1
2021071529,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2021057094,N,Y,U,Y,U,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,,,,,1
2021065169,U,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,U,,,,,1
2021064277,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021064345,U,U,U,U,U,U,9.0,U,U,120.0,N,,,,,,,,N,,,,,3
2021049754,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021069915,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021053617,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2021053651,N,N,U,N,N,N,0.0,U,N,196.0,N,,,,,,,,N,,,,,2
2021104496,N,N,U,U,U,U,9.0,Y,Y,750.0,N,,,,,,,,N,,,,,2
2021112555,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021108004,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021071420,N,N,U,U,N,N,0.0,N,N,650.0,N,,,,,,,,N,,,,,2
2021106890,N,Y,N,Y,Y,Y,1.0,Y,Y,500.0,N,,,,,,,,N,,,,,2
2021122163,N,Y,U,Y,U,U,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,2
2021099994,N,U,N,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021115558,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021004056,Y,Y,Y,Y,N,N,0.0,Y,Y,1100.0,N,,,,,,,,N,,,,,1
2021012324,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021014695,N,U,U,N,U,U,9.0,U,U,1000.0,N,,,,,,,,N,,,,,3
2021044220,N,N,N,N,N,N,0.0,Y,N,79.0,N,,,,,,,,N,,,,,1
2021041582,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,1
2021032537,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021044016,U,N,U,N,N,N,0.0,U,U,1800.0,N,,,,,,,,N,,,,,2
2021047243,N,N,U,N,N,N,0.0,N,N,0.0,N,,,,,,,,N,,,,,1
2021090952,N,N,U,U,U,U,9.0,Y,U,600.0,N,,,,,,,,N,,,,,2
2021075797,N,U,U,U,U,U,9.0,U,U,50.0,N,,,,,,,,N,,,,,1
2021084725,N,N,N,N,N,N,0.0,N,N,99999.0,N,,,,,,,,N,,,,,3
2021083503,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2021093426,Y,U,Y,N,U,Y,1.0,Y,N,0.0,N,,,,,,,,N,,,,,1
2021111817,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021114711,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021114750,N,U,U,N,N,N,0.0,Y,Y,1450.0,N,,,,,,,,N,,,,,1
2021106993,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021086701,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021097112,N,Y,U,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2021072020,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021072492,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2022000139,U,U,U,U,U,U,9.0,U,U,9999.0,U,,,,,,,,U,,,,,1
2021031406,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021006009,N,U,U,U,U,U,9.0,Y,Y,300.0,N,,,,,,,,N,,,,,2
2021039460,N,U,Y,N,U,U,9.0,U,U,750.0,N,,,,,,,,N,,,,,2
2021025009,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2021036783,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2021040692,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2021042843,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021028536,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021070496,N,U,U,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,1
2021048488,N,N,Y,N,N,Y,3.0,Y,N,500.0,N,,,,,,,,N,,,,,1
2021046137,Y,Y,Y,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2021051167,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021072970,N,N,U,N,N,N,0.0,N,N,50.0,N,,,,,,,,N,,,,,1
2021041091,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021075401,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021037293,N,N,U,U,N,N,0.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2021064329,N,N,N,N,N,N,0.0,N,N,50.0,Y,N,N,N,N,0.0,N,N,N,,,,,1
2021096170,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021094159,Y,Y,Y,N,U,U,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2021119767,U,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2021096394,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2022009945,Y,Y,Y,Y,Y,Y,1.0,Y,Y,1100.0,Y,Y,Y,Y,N,1.0,Y,Y,N,,,,,1
2021014695,N,U,U,N,U,U,9.0,U,U,1000.0,N,,,,,,,,N,,,,,1
2021039733,Y,Y,U,Y,U,U,1.0,Y,Y,1340.0,N,,,,,,,,N,,,,,1
2021026027,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2021040557,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2021038605,N,N,Y,N,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2021046336,N,Y,U,Y,U,Y,1.0,Y,Y,998.0,N,,,,,,,,N,,,,,1
2021070463,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2021046134,N,U,U,U,U,Y,1.0,Y,Y,1000.0,Y,U,U,U,U,9.0,U,U,N,,,,,1
